dataset,image_id,identity,path,score,score_scale,gender,ethnicity,view,rated
mebeauty,woman-5604742_1920.jpg,meb_woman-5604742_1920.jpg,data/MEBeauty/original_images/female/indian/woman-5604742_1920.jpg,8.25,1-10,female,indian,frontal,1
mebeauty,edwin-ashitendoh-Ss9zJmj4G70-unsplash.jpg,meb_edwin-ashitendoh-Ss9zJmj4G70-unsplash.jpg,data/MEBeauty/original_images/male/caucasian/edwin-ashitendoh-Ss9zJmj4G70-unsplash.jpg,5.777777777777778,1-10,male,caucasian,frontal,1
mebeauty,pexels-zack-jarosz-2024901.jpg,meb_pexels-zack-jarosz-2024901.jpg,data/MEBeauty/original_images/male/black/pexels-zack-jarosz-2024901.jpg,4.333333333333333,1-10,male,black,frontal,1
mebeauty,pexels-rodnae-productions-4921034.jpg,meb_pexels-rodnae-productions-4921034.jpg,data/MEBeauty/original_images/female/black/pexels-rodnae-productions-4921034.jpg,6.333333333333333,1-10,female,black,frontal,1
mebeauty,man-2326484_1920.jpg,meb_man-2326484_1920.jpg,data/MEBeauty/original_images/male/caucasian/man-2326484_1920.jpg,3.995,1-10,male,caucasian,frontal,1
mebeauty,scott-higdon-tD1XD54mx8w-unsplash.jpg,meb_scott-higdon-tD1XD54mx8w-unsplash.jpg,data/MEBeauty/original_images/male/caucasian/scott-higdon-tD1XD54mx8w-unsplash.jpg,6.602040816326531,1-10,male,caucasian,frontal,1
mebeauty,pexels-happy-pixels-3170437.jpg,meb_pexels-happy-pixels-3170437.jpg,data/MEBeauty/original_images/female/asian/pexels-happy-pixels-3170437.jpg,7.625,1-10,female,asian,frontal,1
mebeauty,people-2571917_1920.jpg,meb_people-2571917_1920.jpg,data/MEBeauty/original_images/male/hispanic/people-2571917_1920.jpg,6.53921568627451,1-10,male,hispanic,frontal,1
mebeauty,samuel-berner-xtpz9sSRUDw-unsplash.jpg,meb_samuel-berner-xtpz9sSRUDw-unsplash.jpg,data/MEBeauty/original_images/female/asian/samuel-berner-xtpz9sSRUDw-unsplash.jpg,7.0,1-10,female,asian,frontal,1
mebeauty,man-931974_1920.jpg,meb_man-931974_1920.jpg,data/MEBeauty/original_images/male/caucasian/man-931974_1920.jpg,4.62,1-10,male,caucasian,frontal,1
mebeauty,ilaya-raja-uX0yUOEYFFU-unsplash.jpg,meb_ilaya-raja-uX0yUOEYFFU-unsplash.jpg,data/MEBeauty/original_images/male/indian/ilaya-raja-uX0yUOEYFFU-unsplash.jpg,3.478260869565217,1-10,male,indian,frontal,1
mebeauty,girl-204327_1920.jpg,meb_girl-204327_1920.jpg,data/MEBeauty/original_images/female/caucasian/girl-204327_1920.jpg,6.789473684210527,1-10,female,caucasian,frontal,1
mebeauty,carlos-andres-gomez-GpxY8FOpPGg-unsplash.jpg,meb_carlos-andres-gomez-GpxY8FOpPGg-unsplash.jpg,data/MEBeauty/original_images/male/caucasian/carlos-andres-gomez-GpxY8FOpPGg-unsplash.jpg,5.571428571428571,1-10,male,caucasian,frontal,1
mebeauty,visualsofdana-KD1xdIkw3Z8-unsplash.jpg,meb_visualsofdana-KD1xdIkw3Z8-unsplash.jpg,data/MEBeauty/original_images/female/asian/visualsofdana-KD1xdIkw3Z8-unsplash.jpg,7.545454545454546,1-10,female,asian,frontal,1
mebeauty,indian-woman-5450102_1920.jpg,meb_indian-woman-5450102_1920.jpg,data/MEBeauty/original_images/female/indian/indian-woman-5450102_1920.jpg,8.555555555555555,1-10,female,indian,frontal,1
mebeauty,chinh-le-duc-TV1QYUtTxJ8-unsplash.jpg,meb_chinh-le-duc-TV1QYUtTxJ8-unsplash.jpg,data/MEBeauty/original_images/female/asian/chinh-le-duc-TV1QYUtTxJ8-unsplash.jpg,5.5,1-10,female,asian,frontal,1
mebeauty,sincerely-media-T-q2QLhRFnY-unsplash.jpg,meb_sincerely-media-T-q2QLhRFnY-unsplash.jpg,data/MEBeauty/original_images/female/caucasian/sincerely-media-T-q2QLhRFnY-unsplash.jpg,5.512820512820512,1-10,female,caucasian,frontal,1
mebeauty,young-610543_1920.jpg,meb_young-610543_1920.jpg,data/MEBeauty/original_images/female/caucasian/young-610543_1920.jpg,7.45,1-10,female,caucasian,frontal,1
mebeauty,mike-austin-t24Wz_EFerc-unsplash.jpg,meb_mike-austin-t24Wz_EFerc-unsplash.jpg,data/MEBeauty/original_images/female/caucasian/mike-austin-t24Wz_EFerc-unsplash.jpg,7.4,1-10,female,caucasian,frontal,1
mebeauty,man-3122063_1920.jpg,meb_man-3122063_1920.jpg,data/MEBeauty/original_images/male/caucasian/man-3122063_1920.jpg,4.535714285714286,1-10,male,caucasian,frontal,1
mebeauty,huseyin-topcu-szDEzZPyfcQ-unsplash.jpg,meb_huseyin-topcu-szDEzZPyfcQ-unsplash.jpg,data/MEBeauty/original_images/female/asian/huseyin-topcu-szDEzZPyfcQ-unsplash.jpg,7.363636363636363,1-10,female,asian,frontal,1
mebeauty,guy11.jpg,meb_guy11.jpg,data/MEBeauty/original_images/male/black/guy11.jpg,5.481944444444444,1-10,male,black,frontal,1
mebeauty,keenan-constance-XSCvo0loB-Q-unsplash.jpg,meb_keenan-constance-XSCvo0loB-Q-unsplash.jpg,data/MEBeauty/original_images/female/hispanic/keenan-constance-XSCvo0loB-Q-unsplash.jpg,7.666666666666667,1-10,female,hispanic,frontal,1
mebeauty,teen-722650_1920.jpg,meb_teen-722650_1920.jpg,data/MEBeauty/original_images/male/caucasian/teen-722650_1920.jpg,5.797872340425532,1-10,male,caucasian,frontal,1
mebeauty,ali-morshedlou-WMD64tMfc4k-unsplash.jpg,meb_ali-morshedlou-WMD64tMfc4k-unsplash.jpg,data/MEBeauty/original_images/male/caucasian/ali-morshedlou-WMD64tMfc4k-unsplash.jpg,6.943089430894309,1-10,male,caucasian,frontal,1
mebeauty,joackim-weiler-lxX0dJQHV3w-unsplash.jpg,meb_joackim-weiler-lxX0dJQHV3w-unsplash.jpg,data/MEBeauty/original_images/male/caucasian/joackim-weiler-lxX0dJQHV3w-unsplash.jpg,4.323333333333333,1-10,male,caucasian,frontal,1
mebeauty,pexels-anna-shvets-4971982.jpg,meb_pexels-anna-shvets-4971982.jpg,data/MEBeauty/original_images/male/caucasian/pexels-anna-shvets-4971982.jpg,3.333333333333333,1-10,male,caucasian,frontal,1
mebeauty,dollar-gill-qBhFwtGQGag-unsplash.jpg,meb_dollar-gill-qBhFwtGQGag-unsplash.jpg,data/MEBeauty/original_images/female/hispanic/dollar-gill-qBhFwtGQGag-unsplash.jpg,7.545454545454546,1-10,female,hispanic,frontal,1
mebeauty,business-woman-2756210_1920.jpg,meb_business-woman-2756210_1920.jpg,data/MEBeauty/original_images/female/caucasian/business-woman-2756210_1920.jpg,6.896551724137931,1-10,female,caucasian,frontal,1
mebeauty,chirag-dulyan-qOd6UZdvMC4-unsplash.jpg,meb_chirag-dulyan-qOd6UZdvMC4-unsplash.jpg,data/MEBeauty/original_images/male/indian/chirag-dulyan-qOd6UZdvMC4-unsplash.jpg,4.75177304964539,1-10,male,indian,frontal,1
mebeauty,pexels-johanser-martinez-5372767.jpg,meb_pexels-johanser-martinez-5372767.jpg,data/MEBeauty/original_images/male/hispanic/pexels-johanser-martinez-5372767.jpg,5.111111111111111,1-10,male,hispanic,frontal,1
mebeauty,xu-duo-kSyOJGwlGm0-unsplash.jpg,meb_xu-duo-kSyOJGwlGm0-unsplash.jpg,data/MEBeauty/original_images/female/asian/xu-duo-kSyOJGwlGm0-unsplash.jpg,7.0,1-10,female,asian,frontal,1
mebeauty,landovan-4aSkbR8Kdwk-unsplash.jpg,meb_landovan-4aSkbR8Kdwk-unsplash.jpg,data/MEBeauty/original_images/male/asian/landovan-4aSkbR8Kdwk-unsplash.jpg,4.111111111111111,1-10,male,asian,frontal,1
mebeauty,girl-1773894_1920.jpg,meb_girl-1773894_1920.jpg,data/MEBeauty/original_images/female/caucasian/girl-1773894_1920.jpg,6.988095238095238,1-10,female,caucasian,frontal,1
mebeauty,pexels-saul-joseph-2846602.jpg,meb_pexels-saul-joseph-2846602.jpg,data/MEBeauty/original_images/male/asian/pexels-saul-joseph-2846602.jpg,3.666666666666667,1-10,male,asian,frontal,1
mebeauty,girl-3576679_1920.jpg,meb_girl-3576679_1920.jpg,data/MEBeauty/original_images/female/caucasian/girl-3576679_1920.jpg,8.160714285714286,1-10,female,caucasian,frontal,1
mebeauty,young-man-1281282_1920.jpg,meb_young-man-1281282_1920.jpg,data/MEBeauty/original_images/male/caucasian/young-man-1281282_1920.jpg,6.0,1-10,male,caucasian,frontal,1
mebeauty,pexels-meijii-2014864.jpg,meb_pexels-meijii-2014864.jpg,data/MEBeauty/original_images/female/asian/pexels-meijii-2014864.jpg,6.888888888888889,1-10,female,asian,frontal,1
mebeauty,ashkan-forouzani-b8dhPVAxWfE-unsplash.jpg,meb_ashkan-forouzani-b8dhPVAxWfE-unsplash.jpg,data/MEBeauty/original_images/male/indian/ashkan-forouzani-b8dhPVAxWfE-unsplash.jpg,5.545454545454546,1-10,male,indian,frontal,1
mebeauty,girl-4185856_1920.jpg,meb_girl-4185856_1920.jpg,data/MEBeauty/original_images/female/caucasian/girl-4185856_1920.jpg,6.03448275862069,1-10,female,caucasian,frontal,1
mebeauty,luiza-braun-_R3H5FaoBq4-unsplash.jpg,meb_luiza-braun-_R3H5FaoBq4-unsplash.jpg,data/MEBeauty/original_images/female/hispanic/luiza-braun-_R3H5FaoBq4-unsplash.jpg,5.111111111111111,1-10,female,hispanic,frontal,1
mebeauty,white-cat-with-blonde-4655233_1920.jpg,meb_white-cat-with-blonde-4655233_1920.jpg,data/MEBeauty/original_images/female/caucasian/white-cat-with-blonde-4655233_1920.jpg,7.714285714285714,1-10,female,caucasian,frontal,1
mebeauty,model-4668350_1920.jpg,meb_model-4668350_1920.jpg,data/MEBeauty/original_images/female/indian/model-4668350_1920.jpg,5.310344827586207,1-10,female,indian,frontal,1
mebeauty,kunal-goswami-YHSohAq-PuI-unsplash.jpg,meb_kunal-goswami-YHSohAq-PuI-unsplash.jpg,data/MEBeauty/original_images/female/indian/kunal-goswami-YHSohAq-PuI-unsplash.jpg,7.758620689655173,1-10,female,indian,frontal,1
mebeauty,pexels-marcelo-chagas-2121531.jpg,meb_pexels-marcelo-chagas-2121531.jpg,data/MEBeauty/original_images/male/black/pexels-marcelo-chagas-2121531.jpg,5.555555555555555,1-10,male,black,frontal,1
mebeauty,juno-jo-eIxDn1OVJT8-unsplash.jpg,meb_juno-jo-eIxDn1OVJT8-unsplash.jpg,data/MEBeauty/original_images/female/caucasian/juno-jo-eIxDn1OVJT8-unsplash.jpg,4.25925925925926,1-10,female,caucasian,frontal,1
mebeauty,tobi-oshinnaike-Z7MKNGFnbOw-unsplash.jpg,meb_tobi-oshinnaike-Z7MKNGFnbOw-unsplash.jpg,data/MEBeauty/original_images/male/black/tobi-oshinnaike-Z7MKNGFnbOw-unsplash.jpg,5.888888888888889,1-10,male,black,frontal,1
mebeauty,pexels-kyle-woods-4022812.jpg,meb_pexels-kyle-woods-4022812.jpg,data/MEBeauty/original_images/male/black/pexels-kyle-woods-4022812.jpg,4.111111111111111,1-10,male,black,frontal,1
mebeauty,sammy-chandio-EvdFPEFqoxk-unsplash.jpg,meb_sammy-chandio-EvdFPEFqoxk-unsplash.jpg,data/MEBeauty/original_images/male/indian/sammy-chandio-EvdFPEFqoxk-unsplash.jpg,4.425,1-10,male,indian,frontal,1
mebeauty,boy-2699256_1920.jpg,meb_boy-2699256_1920.jpg,data/MEBeauty/original_images/male/hispanic/boy-2699256_1920.jpg,7.303921568627451,1-10,male,hispanic,frontal,1
mebeauty,bin-thi-u-xOBpdqH2Uao-unsplash.jpg,meb_bin-thi-u-xOBpdqH2Uao-unsplash.jpg,data/MEBeauty/original_images/female/asian/bin-thi-u-xOBpdqH2Uao-unsplash.jpg,7.842105263157895,1-10,female,asian,frontal,1
mebeauty,arid-1868523_1920.jpg,meb_arid-1868523_1920.jpg,data/MEBeauty/original_images/female/hispanic/arid-1868523_1920.jpg,7.928571428571429,1-10,female,hispanic,frontal,1
mebeauty,portrait-3756873_1920.jpg,meb_portrait-3756873_1920.jpg,data/MEBeauty/original_images/male/asian/portrait-3756873_1920.jpg,5.196078431372549,1-10,male,asian,frontal,1
mebeauty,pexels-nesto-1676213.jpg,meb_pexels-nesto-1676213.jpg,data/MEBeauty/original_images/male/black/pexels-nesto-1676213.jpg,5.5,1-10,male,black,frontal,1
mebeauty,samir-basnet-qRmHuCrJkYY-unsplash.jpg,meb_samir-basnet-qRmHuCrJkYY-unsplash.jpg,data/MEBeauty/original_images/male/indian/samir-basnet-qRmHuCrJkYY-unsplash.jpg,5.333333333333334,1-10,male,indian,frontal,1
mebeauty,lucas-ruffiner-_Z48n2rZk5M-unsplash.jpg,meb_lucas-ruffiner-_Z48n2rZk5M-unsplash.jpg,data/MEBeauty/original_images/male/caucasian/lucas-ruffiner-_Z48n2rZk5M-unsplash.jpg,6.766666666666666,1-10,male,caucasian,frontal,1
mebeauty,portrait-3518463_1920.jpg,meb_portrait-3518463_1920.jpg,data/MEBeauty/original_images/male/caucasian/portrait-3518463_1920.jpg,7.210884353741497,1-10,male,caucasian,frontal,1
mebeauty,woman-3990680_1920.jpg,meb_woman-3990680_1920.jpg,data/MEBeauty/original_images/female/caucasian/woman-3990680_1920.jpg,6.888888888888889,1-10,female,caucasian,frontal,1
mebeauty,women-4851678_1920.jpg,meb_women-4851678_1920.jpg,data/MEBeauty/original_images/female/caucasian/women-4851678_1920.jpg,5.75,1-10,female,caucasian,frontal,1
mebeauty,vinicius-wiesehofer-UOavP_Z38lE-unsplash.jpg,meb_vinicius-wiesehofer-UOavP_Z38lE-unsplash.jpg,data/MEBeauty/original_images/female/hispanic/vinicius-wiesehofer-UOavP_Z38lE-unsplash.jpg,8.166666666666666,1-10,female,hispanic,frontal,1
mebeauty,anton-darius-3XY7BWwGolk-unsplash.jpg,meb_anton-darius-3XY7BWwGolk-unsplash.jpg,data/MEBeauty/original_images/male/hispanic/anton-darius-3XY7BWwGolk-unsplash.jpg,5.7,1-10,male,hispanic,frontal,1
mebeauty,wonderlane-WzWScssFGJU-unsplash.jpg,meb_wonderlane-WzWScssFGJU-unsplash.jpg,data/MEBeauty/original_images/male/hispanic/wonderlane-WzWScssFGJU-unsplash.jpg,5.533333333333333,1-10,male,hispanic,frontal,1
mebeauty,mohammed-hassan-MOR6bWWuy-A-unsplash.jpg,meb_mohammed-hassan-MOR6bWWuy-A-unsplash.jpg,data/MEBeauty/original_images/female/hispanic/mohammed-hassan-MOR6bWWuy-A-unsplash.jpg,5.106666666666666,1-10,female,hispanic,frontal,1
mebeauty,boy-4445663_1920.jpg,meb_boy-4445663_1920.jpg,data/MEBeauty/original_images/male/asian/boy-4445663_1920.jpg,6.529411764705882,1-10,male,asian,frontal,1
mebeauty,manny-moreno-IMecW34PSu8-unsplash.jpg,meb_manny-moreno-IMecW34PSu8-unsplash.jpg,data/MEBeauty/original_images/female/caucasian/manny-moreno-IMecW34PSu8-unsplash.jpg,7.153846153846154,1-10,female,caucasian,frontal,1
mebeauty,patricia-prudente-__LnEJsm7ns-unsplash.jpg,meb_patricia-prudente-__LnEJsm7ns-unsplash.jpg,data/MEBeauty/original_images/male/caucasian/patricia-prudente-__LnEJsm7ns-unsplash.jpg,3.617647058823529,1-10,male,caucasian,frontal,1
mebeauty,anastasia-vityukova-Cq6TBhIV0fw-unsplash.jpg,meb_anastasia-vityukova-Cq6TBhIV0fw-unsplash.jpg,data/MEBeauty/original_images/female/caucasian/anastasia-vityukova-Cq6TBhIV0fw-unsplash.jpg,6.27,1-10,female,caucasian,frontal,1
mebeauty,hello-5919349_1920.jpg,meb_hello-5919349_1920.jpg,data/MEBeauty/original_images/female/asian/hello-5919349_1920.jpg,7.0,1-10,female,asian,frontal,1
mebeauty,1.jpg,meb_1.jpg,data/MEBeauty/original_images/female/black/1.jpg,6.559375,1-10,female,black,frontal,1
mebeauty,nathan-van-de-graaf-yomqHFm15N8-unsplash.jpg,meb_nathan-van-de-graaf-yomqHFm15N8-unsplash.jpg,data/MEBeauty/original_images/female/caucasian/nathan-van-de-graaf-yomqHFm15N8-unsplash.jpg,6.44,1-10,female,caucasian,frontal,1
mebeauty,etty-fidele-AzVexpHvuKY-unsplash.jpg,meb_etty-fidele-AzVexpHvuKY-unsplash.jpg,data/MEBeauty/original_images/female/black/etty-fidele-AzVexpHvuKY-unsplash.jpg,5.346153846153846,1-10,female,black,frontal,1
mebeauty,girl-657753_1920.jpg,meb_girl-657753_1920.jpg,data/MEBeauty/original_images/female/caucasian/girl-657753_1920.jpg,7.793103448275862,1-10,female,caucasian,frontal,1
mebeauty,jessica-felicio-_cvwXhGqG-o-unsplash.jpg,meb_jessica-felicio-_cvwXhGqG-o-unsplash.jpg,data/MEBeauty/original_images/female/black/jessica-felicio-_cvwXhGqG-o-unsplash.jpg,6.730769230769231,1-10,female,black,frontal,1
mebeauty,victoria-volkova-5tQj1sy6ozE-unsplash.jpg,meb_victoria-volkova-5tQj1sy6ozE-unsplash.jpg,data/MEBeauty/original_images/female/caucasian/victoria-volkova-5tQj1sy6ozE-unsplash.jpg,7.28,1-10,female,caucasian,frontal,1
mebeauty,ayo-ogunseinde-THIs-cpyebg-unsplash.jpg,meb_ayo-ogunseinde-THIs-cpyebg-unsplash.jpg,data/MEBeauty/original_images/female/hispanic/ayo-ogunseinde-THIs-cpyebg-unsplash.jpg,6.611111111111111,1-10,female,hispanic,frontal,1
mebeauty,marketing-online-1427786_1920.jpg,meb_marketing-online-1427786_1920.jpg,data/MEBeauty/original_images/female/caucasian/marketing-online-1427786_1920.jpg,7.75,1-10,female,caucasian,frontal,1
mebeauty,portrait-2552312_1920.jpg,meb_portrait-2552312_1920.jpg,data/MEBeauty/original_images/male/indian/portrait-2552312_1920.jpg,4.565359477124183,1-10,male,indian,frontal,1
mebeauty,people-1492096_1920.jpg,meb_people-1492096_1920.jpg,data/MEBeauty/original_images/male/caucasian/people-1492096_1920.jpg,5.414965986394559,1-10,male,caucasian,frontal,1
mebeauty,pexels-raka-miftah-3522693.jpg,meb_pexels-raka-miftah-3522693.jpg,data/MEBeauty/original_images/female/asian/pexels-raka-miftah-3522693.jpg,7.625,1-10,female,asian,frontal,1
mebeauty,pexels-murat-esibatir-4355346.jpg,meb_pexels-murat-esibatir-4355346.jpg,data/MEBeauty/original_images/female/black/pexels-murat-esibatir-4355346.jpg,7.833333333333333,1-10,female,black,frontal,1
mebeauty,yogendra-singh-owqFcZRWzTw-unsplash.jpg,meb_yogendra-singh-owqFcZRWzTw-unsplash.jpg,data/MEBeauty/original_images/male/hispanic/yogendra-singh-owqFcZRWzTw-unsplash.jpg,6.166666666666667,1-10,male,hispanic,frontal,1
mebeauty,fashion-3080644_1920.jpg,meb_fashion-3080644_1920.jpg,data/MEBeauty/original_images/female/caucasian/fashion-3080644_1920.jpg,8.0,1-10,female,caucasian,frontal,1
mebeauty,metin-ozer-iSmTwuKTNDo-unsplash.jpg,meb_metin-ozer-iSmTwuKTNDo-unsplash.jpg,data/MEBeauty/original_images/female/caucasian/metin-ozer-iSmTwuKTNDo-unsplash.jpg,4.5,1-10,female,caucasian,frontal,1
mebeauty,michele-seghieri-eOC_7rRnSBg-unsplash.jpg,meb_michele-seghieri-eOC_7rRnSBg-unsplash.jpg,data/MEBeauty/original_images/female/caucasian/michele-seghieri-eOC_7rRnSBg-unsplash.jpg,8.555555555555555,1-10,female,caucasian,frontal,1
mebeauty,young-woman-3477557_1920.jpg,meb_young-woman-3477557_1920.jpg,data/MEBeauty/original_images/female/caucasian/young-woman-3477557_1920.jpg,6.75,1-10,female,caucasian,frontal,1
mebeauty,girl-184596_1920.jpg,meb_girl-184596_1920.jpg,data/MEBeauty/original_images/female/asian/girl-184596_1920.jpg,5.543209876543211,1-10,female,asian,frontal,1
mebeauty,one-5889887_1920.jpg,meb_one-5889887_1920.jpg,data/MEBeauty/original_images/male/indian/one-5889887_1920.jpg,6.20940170940171,1-10,male,indian,frontal,1
mebeauty,sharon-mccutcheon-EpsQ8oVcDj4-unsplash.jpg,meb_sharon-mccutcheon-EpsQ8oVcDj4-unsplash.jpg,data/MEBeauty/original_images/female/caucasian/sharon-mccutcheon-EpsQ8oVcDj4-unsplash.jpg,6.785714285714286,1-10,female,caucasian,frontal,1
mebeauty,man-1928649_1920.jpg,meb_man-1928649_1920.jpg,data/MEBeauty/original_images/male/hispanic/man-1928649_1920.jpg,4.428571428571429,1-10,male,hispanic,frontal,1
mebeauty,christian-buehner-wJkSeq7DzrI-unsplash.jpg,meb_christian-buehner-wJkSeq7DzrI-unsplash.jpg,data/MEBeauty/original_images/male/hispanic/christian-buehner-wJkSeq7DzrI-unsplash.jpg,5.5,1-10,male,hispanic,frontal,1
mebeauty,pexels-marcelo-dias-2448994.jpg,meb_pexels-marcelo-dias-2448994.jpg,data/MEBeauty/original_images/female/black/pexels-marcelo-dias-2448994.jpg,7.555555555555555,1-10,female,black,frontal,1
mebeauty,carlos-arthur-m-r-mgLuffTBCWk-unsplash.jpg,meb_carlos-arthur-m-r-mgLuffTBCWk-unsplash.jpg,data/MEBeauty/original_images/male/hispanic/carlos-arthur-m-r-mgLuffTBCWk-unsplash.jpg,4.84375,1-10,male,hispanic,frontal,1
mebeauty,vonecia-carswell-X5f2DFCjhWs-unsplash.jpg,meb_vonecia-carswell-X5f2DFCjhWs-unsplash.jpg,data/MEBeauty/original_images/female/black/vonecia-carswell-X5f2DFCjhWs-unsplash.jpg,7.32,1-10,female,black,frontal,1
mebeauty,marsha-dhita-uHIN59WI_zc-unsplash.jpg,meb_marsha-dhita-uHIN59WI_zc-unsplash.jpg,data/MEBeauty/original_images/male/asian/marsha-dhita-uHIN59WI_zc-unsplash.jpg,7.0,1-10,male,asian,frontal,1
mebeauty,boy-2736655_1920.jpg,meb_boy-2736655_1920.jpg,data/MEBeauty/original_images/male/caucasian/boy-2736655_1920.jpg,5.476190476190476,1-10,male,caucasian,frontal,1
mebeauty,asian-2302727_1920.jpg,meb_asian-2302727_1920.jpg,data/MEBeauty/original_images/female/asian/asian-2302727_1920.jpg,6.896551724137931,1-10,female,asian,frontal,1
mebeauty,nick-grant-ygrOmmn1Oss-unsplash.jpg,meb_nick-grant-ygrOmmn1Oss-unsplash.jpg,data/MEBeauty/original_images/female/black/nick-grant-ygrOmmn1Oss-unsplash.jpg,6.363636363636363,1-10,female,black,frontal,1
mebeauty,hannah-xu-A3B7VHK71Ks-unsplash.jpg,meb_hannah-xu-A3B7VHK71Ks-unsplash.jpg,data/MEBeauty/original_images/female/asian/hannah-xu-A3B7VHK71Ks-unsplash.jpg,6.888888888888889,1-10,female,asian,frontal,1
mebeauty,erik-mclean-bTCQMLjXLZQ-unsplash.jpg,meb_erik-mclean-bTCQMLjXLZQ-unsplash.jpg,data/MEBeauty/original_images/male/hispanic/erik-mclean-bTCQMLjXLZQ-unsplash.jpg,7.035460992907802,1-10,male,hispanic,frontal,1
mebeauty,anastasiya-pavlova-OthOW3y_UII-unsplash.jpg,meb_anastasiya-pavlova-OthOW3y_UII-unsplash.jpg,data/MEBeauty/original_images/female/caucasian/anastasiya-pavlova-OthOW3y_UII-unsplash.jpg,7.384615384615385,1-10,female,caucasian,frontal,1
mebeauty,portrait-856125_1920.jpg,meb_portrait-856125_1920.jpg,data/MEBeauty/original_images/female/black/portrait-856125_1920.jpg,6.089285714285714,1-10,female,black,frontal,1
mebeauty,shayan-rti-TGjXfMuC7DI-unsplash.jpg,meb_shayan-rti-TGjXfMuC7DI-unsplash.jpg,data/MEBeauty/original_images/female/caucasian/shayan-rti-TGjXfMuC7DI-unsplash.jpg,6.151515151515152,1-10,female,caucasian,frontal,1
mebeauty,hamid-tajik-FjT7kFSFczs-unsplash.jpg,meb_hamid-tajik-FjT7kFSFczs-unsplash.jpg,data/MEBeauty/original_images/male/caucasian/hamid-tajik-FjT7kFSFczs-unsplash.jpg,6.333333333333333,1-10,male,caucasian,frontal,1
mebeauty,dorrell-tibbs-gisFZKWpKQ4-unsplash.jpg,meb_dorrell-tibbs-gisFZKWpKQ4-unsplash.jpg,data/MEBeauty/original_images/male/black/dorrell-tibbs-gisFZKWpKQ4-unsplash.jpg,5.383838383838383,1-10,male,black,frontal,1
mebeauty,portrait-419946_1920.jpg,meb_portrait-419946_1920.jpg,data/MEBeauty/original_images/male/indian/portrait-419946_1920.jpg,5.016339869281046,1-10,male,indian,frontal,1
mebeauty,teen-2678447_1920.jpg,meb_teen-2678447_1920.jpg,data/MEBeauty/original_images/female/caucasian/teen-2678447_1920.jpg,7.4,1-10,female,caucasian,frontal,1
mebeauty,woman-4134319_1920.jpg,meb_woman-4134319_1920.jpg,data/MEBeauty/original_images/female/caucasian/woman-4134319_1920.jpg,5.059523809523809,1-10,female,caucasian,frontal,1
mebeauty,man-2482464_1920.jpg,meb_man-2482464_1920.jpg,data/MEBeauty/original_images/male/hispanic/man-2482464_1920.jpg,6.225000000000001,1-10,male,hispanic,frontal,1
mebeauty,erik-mclean-seybbgI9-4k-unsplash.jpg,meb_erik-mclean-seybbgI9-4k-unsplash.jpg,data/MEBeauty/original_images/male/caucasian/erik-mclean-seybbgI9-4k-unsplash.jpg,5.949275362318841,1-10,male,caucasian,frontal,1
mebeauty,caroline-hernandez-s7cX3UfuFAA-unsplash.jpg,meb_caroline-hernandez-s7cX3UfuFAA-unsplash.jpg,data/MEBeauty/original_images/female/caucasian/caroline-hernandez-s7cX3UfuFAA-unsplash.jpg,5.975,1-10,female,caucasian,frontal,1
mebeauty,naeim-jafari-6Xai7XxOgBc-unsplash.jpg,meb_naeim-jafari-6Xai7XxOgBc-unsplash.jpg,data/MEBeauty/original_images/female/caucasian/naeim-jafari-6Xai7XxOgBc-unsplash.jpg,7.333333333333333,1-10,female,caucasian,frontal,1
mebeauty,andriyko-podilnyk-jFAG_ixCrsM-unsplash.jpg,meb_andriyko-podilnyk-jFAG_ixCrsM-unsplash.jpg,data/MEBeauty/original_images/female/caucasian/andriyko-podilnyk-jFAG_ixCrsM-unsplash.jpg,7.884615384615385,1-10,female,caucasian,frontal,1
mebeauty,pexels-tomaz-barcellos-1987301.jpg,meb_pexels-tomaz-barcellos-1987301.jpg,data/MEBeauty/original_images/female/caucasian/pexels-tomaz-barcellos-1987301.jpg,8.125,1-10,female,caucasian,frontal,1
mebeauty,alexandre-croussette-P9C8YtG4eYU-unsplash.jpg,meb_alexandre-croussette-P9C8YtG4eYU-unsplash.jpg,data/MEBeauty/original_images/female/caucasian/alexandre-croussette-P9C8YtG4eYU-unsplash.jpg,6.296296296296297,1-10,female,caucasian,frontal,1
mebeauty,selfie-4302321_1920.jpg,meb_selfie-4302321_1920.jpg,data/MEBeauty/original_images/male/caucasian/selfie-4302321_1920.jpg,5.519230769230769,1-10,male,caucasian,frontal,1
mebeauty,valentin-lacoste-ggAPxrb4Deg-unsplash.jpg,meb_valentin-lacoste-ggAPxrb4Deg-unsplash.jpg,data/MEBeauty/original_images/female/caucasian/valentin-lacoste-ggAPxrb4Deg-unsplash.jpg,7.210526315789473,1-10,female,caucasian,frontal,1
mebeauty,roman-holoschchuk-O-98kcPe0P8-unsplash.jpg,meb_roman-holoschchuk-O-98kcPe0P8-unsplash.jpg,data/MEBeauty/original_images/male/caucasian/roman-holoschchuk-O-98kcPe0P8-unsplash.jpg,5.952380952380953,1-10,male,caucasian,frontal,1
mebeauty,md-duran-msnDjv5cC_U-unsplash.jpg,meb_md-duran-msnDjv5cC_U-unsplash.jpg,data/MEBeauty/original_images/male/indian/md-duran-msnDjv5cC_U-unsplash.jpg,3.754166666666667,1-10,male,indian,frontal,1
